Profile URL,Name,Price,BHKS,WhyBuy,Amenities,Status,Price per Sqft,Launch Date,Possession by,Total Towers,Total Units,Project Type,Property Type,Project Area,Occupancy Certificate,Commencement Certificate,Full Address,Pincode,About Developer,Specifications
https://www.magicbricks.com/nyati-elan-west-iii-wagholi-pune-pdpid-4d4235313838373230,Nyati Elan West III, 37.0 Lac -  45.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Awarded CNBC Awaaz - Real Estate-Value For Money homes
BAI Shirke Award Well Built Structure Resi Multi Bldg
Part of Nyati Elan, 40 acre mix of retail & residential
Over 13 acres of open space
Phase I over 950 flats delivered 9 months before time
Over 40+ external amenities ready
Gas pipeline provision to all homes
Solar water heaters in Master bed bathroom
Generator Back for the entire apartments & common areas
Part of Wagholi, fastest growing eastern suburb of Pune

Location Advantages:Close proximity from Kharadi, Magarpatta, Vimannagar IT hubs Malls, Hospitals, Ranjangaon and Sanswadi MIDC are nearby.
Walking distance from JSPM School & College, Lexicon and Sanskriti International School.
+10 more",",Club House,Swimming Pool,Lift,Security,Park,Gymnasium,Kids Play Area,Piped Gas,Rain Water Harvesting No,Power Back Up No,Reserved Parking No,Visitor Parking",Under Construction,4367 - 6782,20-Jul,23-Mar,2,144,Residential,Flat,data not available in site,data not available in site,data not available in site,"Wagholi, Pune",412207,Nyati Group,STRUCTURERCC Construction.PLUMBINGInternal concealed PPRC pipes.WATERPROOFINGBrick Bat Coba Waterproofing for toilets and terrace with I.P.S. Finish.WINDOWSPowder coated Sliding Aluminum with mosquito net fitted on M. S. sub-frame.ELECTRICALModular electrical switches with concealed copper wiring with MCB controls & Generator backup for all light & fan points except all power points.FLOORINGVitrified tiles in entire flat with matching skirting.Parking  Chequered tile.MASONRY & PLASTERExternal & Internal walls 6/4 block work.External sand faced plaster and Internal Gypsum finish.SOLAR WATER HEATING SYSTEMSolar Water Heating system for Master Bed Toilet.(With restricted time).A.C.Electrical points in all bed rooms for split A.C.DOORSMain door :Veneered / Laminate finished with wooden doorframe.Internal door: Flush skin door with CP fittings & wooden door frame.Toilet doors : Flush skin door with CP fitting & Granite door frame.KITCHENGranite platform with Stainless Steel Sink and glazed tile dado upto 4 height above platform.Plumbing & Electrical provision for Aqua guard.TOILETS & BATHROOMCeramic tile flooring and dado up to 7ft. ht.Sanitary fitting  White EWC & Wash Basin.Counter - WHB counter in Master Bed Toilet with basin mixer.C. P. Fitting - Hot & cold wall mixer.LIFTLift with Generator back up.TV & TELEPHONETV & Telephone points in living & Bed rooms.PAINTINGInternal walls / ceiling : Oil Bound DistemperDoors : Polish / PaintRailing/Grills : Oil paintExternal walls : Acrylic paint.DRY BALCONYProvision for washing machine.
https://www.magicbricks.com/eastwoods-viman-nagar-pune-pdpid-4d4235313839383639,Eastwoods, 61.0 Lac -  98.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Located in Viman Nagar it is super accessible to all major conveniences.
Location Advantages:PASSPORT TO CONNECTIVITY:Pune Airport - 17 Kms.
Ramwadi Metro Station - 19 Kms.
Nagar Highway - 1.9 Kms.
Kalyani Nagar - 2.1 Kms.
World Trade Center - 6.9 kms
Pune Railway Station - 7.5 Kms.
SUPER MARKETS / RESTAURANTSDorabjees - 350 Mtrs.
Cafe Peter - 800 Mrs.
Atmosphere 6-1 Km.
OFFICES / COMMERCIAL SPACESWNS-LB Kms
Amazon Development Centre - 25 Kims
Bajaj Finserv - 3.7 Kina
HOSPITALSApollo Clinic - L1 Kms.
Sayadri Speciality Hospital - 3.5 Kms.
Medpoint Hospital - 3.7 Kms.
Columbia Asia Hospital - 6 Kms.
Jehangir Hospital - 6.5 Kms.
HOTELSNovotel Hotel - 2 Kms.
Hyatt Regency - 24 Kms.
SCHOOLSSymbiosis International School - 750 Htrs.
Lexicon Kids - 1 km.
Canary High International School - 2.6 Kms.
The Bishop's Co-Ed School - 2.1 Kms.
Euro Kids - 32 Kms
Vibgyor High - 5.6 Kms.
BANKSBank of Baroda - 750 Mrs.
HDFC Bank - 900 trs.
Autis Bank - 18 Kms.
ICICI Bank - 18 Kms.
MALLSTown Square Shopping Center - 350 Mtrs.
Phoenix Market City - 17 Kms.
+29 more",",Power Back Up,Lift,Security,Reserved Parking,Flower Gardens,Fire Fighting Equipment No,Swimming Pool No,Club House No,Visitor Parking No,Intercom Facility No,Maintenance Staff No,Bank & ATM",Under Construction,8174 - 12535,20-Dec,23-Jun,1,56,Residential,Flat,data not available in site,No,Yes,"S.No. 230/8, Ganga Nebula Society Road, Clover Park, Behind Sky Vista, Off Airport Road, Viman Nagar",411014,F5 Realtors,"STRUCTUREEarthquake Resistant RCC Frame StructureGypsum plaster for Internal WallsFLOORINGVitrified Tile FlooringFor Living, Kitchen, Dining and Common PassageAnti-Skid Tiles in Toilets & TerraceWooden Flooring in Master BedroomKITCHENGranite Kitchen Platform with Stainless Steel SinkProvision for Water Purifier in Kitchen.Separate Taps for Drinking and Washing WaterDOORSLiving Room: Decorative Main Door with Safety Lock and NameplateBedrooms: Decorative & Laminated Flush DoorsBathroom: Laminated, Flush Door with Granite Frames.Balcony: UPVC Sliding Door for Hall BalconyWINDOWSUPVC Windows with Mosquito Mesh for all BedroomsPAINTINGSuperior OBD Paint Finish for Internal WallsSuperior Quality Paint for External WallsCONVENIENCE & SECURITYCCTV Security for Common Area on Ground FloorGated CommunityIntercom Facility from Main GateDigitally Secured Entrance LobbyTOILETSDesigner Glazed Dado Tiles on Walls up to Lintel LevelJaguar or equivalent C.P Fixtures in all BathroomsWall hung EWC in all BathroomsBuilt-in Counter Wash BasinELECTRIFICATIONConcealed Copper Wiring with MCBCable TV and Telephone Point in Living Room andMaster BedroomA.C. Point in Living Room and Master BedroomOTHERAnti- Termite TreatmentFire Fighting System for BuildingKLAUS  Mechanized Puzzle ParkingSolar Water Connection for Master BedroomDecorative Entrance Lobby with Name Board and Letter BoxTwo Automatic Lifts with Generator Backup Of KONE or equivalent make24 hours Power Backup for Common Utilities likeLifts, Pumps, Lights in Common Passages, Parking, etc.Internal Trimix Concrete Road with a combination of Paver BlocksProvision for Broadband Connection in every FlatUGWT with Automatic Pumping SystemProvision for Piped Gas"
https://www.magicbricks.com/sun-harmony-moshi-pune-pdpid-4d4235313434383837,Sun Harmony, 38.7 Lac -  40.8 Lac,2 BHK Flats,"Why Buy in this Project?
Easy access to work & education
Cost effective maintenance model
Good Returns on investment
Growing locality
High rental demand
Ideal & affordable homes for every family
Location Advantage:Pune Nashik Highway 00mins
Mumbai Pune Highway 13 mins
Pune Mumbai Expressway 30 mins
Bhosari MIDC 10 mins
Talawade IT Park 14 mins
Alandi Markal MIDC 16 mins
Chakan MIDC 20 mins
Sant Dnyaneshwar Hospital 08 mins
Y.C.M. Hospital 15 mins
D.Y. Patil Hospital 16 mins
HDFC Bank 10 mins
Axis Bank 10 mins
Central Bank 09 mins
Bank of Maharashtra 12 mins
Punjab National Bank 12 mins
SBI Bank 15 mins
Sadhu Vasvani Int School 09 mins
Kidzee Pre-school 09 mins
Sri Sri Ravishankar Int School 10 mins
Cambridge Int School 12 mins
MIT College Alandi 12 mins
Priyadarshani School 12 mins
PCMC Auditorium 10 mins
E-suare 17 mins
Big Cinemas 20 mins
Trivia Mall 08 mins
Spine City 09 mins
Mega Mart 18 mins
D-Mart 20 mins
+32 more",",Power Back Up,Lift,Security,Kids Play Area,Community entrance gate,Fire Fighting Equipment No,Swimming Pool No,Club House No,Reserved Parking No,Visitor Parking No,Intercom Facility No,Maintenance Staff",Under Construction,4522 - 4556,20-Sep,22-Apr,1,data not available in site,Residential,Flat,1 Acre,No,Yes,"Gat.No.51, Pune Nashik Highway, Near Toll Plaza, Moshi, Pune",412105,Mittal Group,"STRUCTURER.C.C Frame structure designed as per earthquake resistance normsMASONRYLight Weight Block Work for External & Internal WallsGypsum plaster inside and double coat sand face plaster outsideKITCHENGranite kitchen platform with stainless steel sinkGlazed dado tiles up to beam bottomProvision for fixing water purifier and exhaust fan in kitchenProvision for washing machine in dry terraceDrinking Water connection in kitchenDOORS & WINDOWSLaminated flush doors with superior fittingsGood quality powder coated aluminium windows with stainless steelMosquito net and MS safety grillGranite window sillAttached terraces will be provided with folding doorFLOORINGSGood quality 2' x 2' tiles in living, dining, bedrooms and kitchenCeramic tiles 12 x 12 for attached terrace & dry terraceELECTRIFICATIONAdequate electrical pointsPremium quality switchesA.C. point in master bedroomConcealed copper wiring with circuit breakersDTH Cable provision in living room and master bedroomTelephone point in living roomPAINTINGExternal painting as per architectural elevation in superior quality semi acrylic paintInternal painting in superior quality OBD paintPLUMBINGConcealed plumbing with Jaquar / equivalent fittings in toilets & kitchenTOILETSJaquar / equivalent fittingsDesigner dado tiles on the walls up to beam bottomFloor mount W.C. with flush tank"
https://www.magicbricks.com/gk-arise-punawale-pune-pdpid-4d4235323039333435,GK Arise, 38.4 Lac -  58.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
EACH FLAT IN CORNER
SEMI FURNISHED FLATS ( FALSE CELLING, KITCHED TROLLEYS, INVERTOR, SOLAR CONNECTION IN MASTER WASHROOM)",",Club House,Power Back Up,Swimming Pool,Lift,Security,Park,Reserved Parking,Visitor Parking,Gymnasium,Multipurpose Courts,Kids play area No,Intercom Facility",Under Construction,4947 - 8200,20-May,22-Jun,5,369,Residential,Flat,3 Acre,data not available in site,data not available in site,"S.NO.27,GAIKWAD NAGAR,KATE WASTI ROAD,PUNAWALE,PUNE-411033",411033,GK Associates,"SEMI FURNISHED FLATS( FALSE CELLING, KITCHED TROLLEYS,INVERTOR, SOLAR CONNECTION IN MASTER WASHROOM)"
https://www.magicbricks.com/infinity-world-punawale-pune-pdpid-4d4235313234353937,Infinity World, 58.0 Lac -  2.25 Cr,"2,3,4 BHK Flats","Why Buy in this Project?
Premium homes at an unmatched location
Conveniently located in IT hub of Punawale
Just 5 mins from Railway Station
Swimming Pool, Mini-Theater & Amphitheatre
Location Advantages:Located in the IT bastion of Punawale.
Near Ravet basket Bridge & Hinjawadi.
just a walk from B'lore-Pune-Mumbai highway.
The location provides for easy connectivity to BRT.
Railway station(just 5 Minutes away) and Upcoming metro (just 10 minutes away).
Major educational institutions, hospitals, Retails malls, Sports Clubs, Activity centers and IT
+7 more",",Jogging and Strolling Track,Security,Meditation Area,Mini Cinema Theatre,Fire Sprinklers No,Power Back Up No,Swimming Pool No,Club House No,Lift No,Reserved Parking No,Visitor Parking No,Intercom Facility",Under Construction,4758 - 7909,19-Jun,24-Mar,4,320,Residential,Flat,90000 Sq-ft,No,Yes,"Punawale, Pune",411033,Tulip Properties,"Internal FinishPleasing shades of Plastic Emulsion Paint.Home AutomationVideo Door PhoneIntercom facility with Video Conversation24 Hour Security through CCTV cameraSemi-Automation.Doors/WindowsItalian composite marble door frame, with waterproof laminated flush doorsPowder coated aluminum sliding windows with mosquito net and grillAluminum adjustable louvers for bathroomItalian composite marble window sillDecorative fittings for doorsFrench Doors for TerracesS.S railing with Glass for terracesKitchen""L"" Shaped /parallel granite kitchen platform - Black Indian GraniteDigital glazed tile till ceilingDry/Utility terrace with provision for washing machine in all flatsProvision for exhaust fanProvision for water purifierBathroomBranded bathroom fittings CERA MakeDesigner wash basins with Italiano composite marble counterPremium sanitary fittings from CERAItaliano composite marble door frameDigital printed wall tiles- up to CeilingHot and cold water mixer- CERA MakeProvision for exhaust fanProvision for Geyser in Master BathroomAll CP and sanitary-ware fittings of CERA make.ElectrificationConcealed copper wiring with circuit breakersAdequate electrical points along with premium modular switchesTV and telephone points in living and telephone points in the master bedroomProvision of AC points in Living and Master Bedroom1 for 2 BHK and Master Bedroom 1 & 2 for 3 BHKProvision for Inverter in each flatGenset power backup for lift, staircase, parking and pumping- Kirloskar makeStructureRCC framed earthquake resistance structure.External FinishSand faced plaster.Apex Paint.FlooringVitrified double charge Nano finish tile flooring - 800*800 mmWooden finish tiles for terracesAntiskid tiles for the dry terrace, bathroom(s) and toilet(s)ElevatorsOTIS make -Two lifts with V3F drive."
https://www.magicbricks.com/joyville-hadapsar-annex-hadapsar-pune-pdpid-4d4235313839323130,Joyville Hadapsar Annex, 35.6 Lac -  82.2 Lac,"1,2,3 BHK Flats","Why Buy in this Project?
60+ Amenities in the project
35,000/- sq.ft of Club House*
1000+ trees within the project
8.8+ acres of central amenity space
80%+ Open Space*
2.7Km of walking boulevard
Vehicular Free podium
Grand Entry Feature
One Master Clubhouse and 4 Mini Clubs
Location Advantages:Pune Railway Station 12 Km
Hadapsar Railway Station 8 Km
Eon IT Park 5 Km
+9 more",",Outdoor Tennis Courts,Private Terrace/Garden,Barbeque Pit,Lift,Security,Park,Reserved Parking,Visitor Parking,Intercom Facility,Banquet Hall,AEROBICS ROOM,Rain Water Harvesting",Under Construction,4742 - 9355,20-Sep,24-Jul,21,data not available in site,Residential,Flat,21 Acre,data not available in site,Yes,"Taluka Haveli, Village, Shewalewadi, Hadapsar, Pune, Maharashtra",411028,Shapoorji Pallonji Real Estate,"PAINTINGInterior walls & ceiling finished with OBD PaintExterior walls finished with textured/ exterior grade paintFLOORINGVitrified tiles of size 600 mm x 600 mm with spacer for living, dining, kitchen &bedroomsRough textured tiles of size 300 mm x 300 mm with spacer in bathroom flooring& 300 mm x 450 mm tiles with spacer on bathroom wallRough textured tiles in balcony & utility areaDOORSVideo door phone at the main doorMain door: Pre-engineered/ wooden flush door with laminates on both sidesBedroom doors: Pre-engineered/wooden flush door with laminates on both sidesToilet door: Granite frame with pre-engineered/ wooden flush doorCylindrical lock for all bedroom doorsNight latch: Dorset or equivalent for the main doorWINDOWSSliding powder-coated aluminium windowsSafety railing in all bedroom windowsELECTRICALSElectrical points: Concealed wiring with modular switches and socketsfrom Anchor, Precision or equivalentRAILINGMS Railing with synthetic enamel paint finishKITCHENKitchen counter: Granite platform with stainless steel sink from Nirali/Futura orequivalentWall: Ceramic Dado tiles up to 600 mm above the countertopAdequate electrical points provided for kitchen appliancesProvision for exhaust fansProvision for water purifierBATHROOMSWall-hung washbasin in all toiletsBranded sanitary fittings from CERA or equivalentBranded CP fittings from Jaquar or equivalentProvision for exhaust fanFalse ceiling in all bathroomsProvision for geysers in bathroomsConcealed dual flush systems in bathroomsSolar water heating provision in one bathroom24X7 DG back up in common areasCCTV at the project entrance gateand building entrance lobbyThe project is registered with EDGE(an IFC innovation) for green building certification"
https://www.magicbricks.com/k-town-kiwale-pune-pdpid-4d4235323631373035,K Town, 56.0 Lac -  79.3 Lac,"2,3 BHK Flats","Why Buy in this Project?
100 m from Pune-Bangalore Highway
1.1 km from Pune-Mumbai Expressway
600 m from Mukai Chowk",",Club House,Jogging and Strolling Track,Power Back Up,Swimming Pool,Lift,Security,Gymnasium,Kids Play Area,Indoor Squash & Badminton Courts,Multipurpose Courts,Meditation Area,Internet/Wi-Fi Connectivity",Under Construction,3816 - 7609,21-Mar,25-Mar,3,288,Residential,Flat,8 Acre,data not available in site,data not available in site,"Sr. No. 39, Near Mukai Chowk, Kiwale, Pune",412101,Unique AMS Spaces LLP,"Sand Finish External PlasterGypsum Finish Internal WallsAAC Blocks MasonryDesigner Vitrified Tiles in Living Room, Bedrooms & KitchenDesigner Tiles in BathroomsVitrified Flooring for TerraceGranite Platform with Stainless Steel SinkDesigner Dado Tiles in KitchenProvision for Water PurifierCP & Sanitary Fittings of Good QualitySolar Heated Water in BathroomLaminated Flush DoorGranite Door Frame in ToiletsUPVC Windows with Mosquito MeshGranite Window SillConcealed Copper WiringElectrical Switches of Good QualityTelevision Point with DTH Connection in Living Room & Master BedroomAC Point in Living Room & Master BedroomProvision for Inverter PointPlastic Finish Paint in InteriorSemi Acrylic Paint for External WallsVideo Door Phone (VDP)Provision for Wifi"
https://www.magicbricks.com/park-land-homes-b.t-kawade-road-pune-pdpid-4d4235303930383633,Park Land Homes, 78.6 Lac -  1.02 Cr,"2,3 BHK Flats","Why Buy in this Project?
Skygarden
Centrally located in Pune
Comes under Old Corporation Pune-01
No water issue
Location Advantages:Well connected to Pune's Mega IT Hubs
Well known institutes and international schools
Shopping and entertainment Zone
Balaji Temple
Railway station
Air port
Multiplex Cinema Hall- 15 mins
Shopping Mall- 10 Mins
Hospital- 10 Mins
Educational Institute- 20 Mins
Nearby School (St Mary's , St Anne's ,Bishop School , Hutchings School) - 10 Mins
+12 more",",Club House,Cycling & Jogging Track,Intercom Facility,Gymnasium,Indoor Games Room,Kids Play Area,DTH Television Facility,Piped Gas,Rain Water Harvesting,Rentable Community Space,Waste Disposal,Solar Energy",Under Construction,6960,20-Dec,23-Mar,4,210,Residential,Flat,274000 Sq-ft,No,Yes,"Survey No. 70A/1, 2 & 3, Near Sopanbaug Annexe Near Balaji Mandir, Next to Siciliaa Society, Pune",411002,"Yash Vastu Developers
                      	


                                Years of Experience - 8","FLOORLiving Room - 2'.7' x 4' Vitrified Tile.Master Bedroom - 800' X 800' Vitrified Tile.Other Bedrooms - 800' x 800' Vitrified Tile.Kitchen - Vitrified Tile.Balconies, Terraces & Toilets - Anti Skid Tile.CEILINGLiving Room, Master Bedroom, Other Bedrooms, Kitchen, Toilets - POP Finish Ceiling with Acrylic Emulsion Paint.Balconies & Terraces - Acrylic Emulsion Paint.WINDOWSLiving Room, Master Bedroom, Other Bedrooms, Kitchen - Aluminum Powder Coated Windows with Mosquito Net, Windows sill in stone finish.Toilets - Aluminum Powder Coated Ventilator with Glass Louvers. Sill in stone finish.DOORLiving Room, Master Bedroom, Other Bedrooms - Plywood door frame & Flush doors with decorative laminate finish.Balconies & Terraces - Sliding doors with Mosquito net.Toilets - Flush door.STRUCTUREEarth-quake Resistant R.C.C. Frame Structure.ELECTRIFICATIONAdequate electrical points to suite interior.Concealed wiring.Premium make switches.Power back up for Common Areas and Common Services.Provision for Inverter. Earth Leakage Circuit Breaker for Electrical Safety.Intercom System & Video door phone facility.WALLSExterior surface as Exterior Grade paint.Living Room, Master Bedroom, Other Bedrooms - POP/Gypsum Plaster finish walls. Superior Quality Paint.Kitchen - POP/ Gypsum Plaster finish walls. Superior Quality Paint. Ceramic / Glazed tiles Dado, up to 2' height above the counter.Balconies & Terraces - Exterior Grade Paint Over Sand Faced Plaster.Toilets - POP/ Gypsum Plaster finish walls. Superior Quality Paint. Designer Dado tile up to lintel levels.OTHERSProvision for AC in Living Room, Master Bedroom & other Bedrooms.Kitchen - Granite Platform.S.S. sink with Drain Board.Pipe Gas supply.Provision for Water Purifier.Provision for Exhaust fan in Kitchen.Balconies & Terraces - Railing with Glass for Terrace.Toilets - Granite ventilator sill.Provision for Exhaust fan in Toilet.Wall Hung Commode in all Toilets."
https://www.magicbricks.com/happycity-talegaon-talegaon-dabhade-pune-pdpid-4d4235313438323237,Happycity Talegaon, 23.2 Lac -  36.3 Lac,"1,2 BHK Flats","Why Buy in this Project?
Prime Location 
Early Possession
Location Advantage:Talegaon railway station - 2 km 
PCMC- 30 mins drive
Talegaon MIDC - 6 kms 
Mumbai - 2 hrs drive
Hinjewadi - 30 mins drive
Navi Mumbai - 1.5 hrs drive
+5 more",",Club House,Jogging and Strolling Track,Kids Play Area,Flower Gardens,Earth quake resistant No,Power Back Up No,Swimming Pool No,Lift No,Security No,Reserved Parking No,Visitor Parking No,Intercom Facility",Under Construction,data not available in site,18-Sep,21-Dec,3,272,Residential,Flat,3 Acre,data not available in site,No,"Dnyaneshwar Nagar, Jijamata Chowk, Talegaon Dabhade, Pune",410506,Namrata Developers Private Limited,"StructureEarthquake-resistant RCC Frame StructureWallAAC block for External & Internal wallsSand face plaster for External wall Internal walls with gypsum finishDoorMain Door: Good quality laminated flush doorBedroom and Toilets : Good quality flush door with oil paintTerrace door: Powder coated aluminium sliding door with mosquito netWindowsPowder coated aluminium windows Decorative MS railing for terraceFlooring2'x2' Vitrified tiles for Living, Kitchen and Bedrooms with skirtingMat finish ceramic tiles for Toilet & BathroomMat finish ceramic tiles for Terrace/Dry BalconyKitchenCeramic dado tiles upto 2' above the platformGranite platform with SS sinkToiletCeramic dado tiles upto lintel level Concealed CPVC plumbingStandard quality CP fittings and Sanitary fittingsElectricalConcealed fire-resistant copper wiring of Finolex or Polycab /equivalent brand.Modular switches of Vinay or equivalent brandProvision of AC in Master bedroom for 2 bhkDB with MCBProvision of exhaust fan in Kitchen & BathroomsProvision for TV & Telephone connection in living roomProvision for inverter connection  Painting External standard quality acrylic emulsion paint.Internal standard quality OBD paint"
https://www.magicbricks.com/nirman-aura-ambe-gaon-pune-pdpid-4d4235303739303639,Nirman Aura, 38.9 Lac -  65.6 Lac,"1,2 BHK Flats","Why Buy in this Project?
Connected to Main Road, Near by Educational Campus, Hospital, Shopping Mall.
Location advantagesPodar International School - 3.2 kms
Sinhagad Education Campus - 4.9 kms
Mumbai-Bengaluru Highway - 1 km
Katraj Chowk - 2 km
Abhinav English School - 3.2 kms
Sinhagad Road - 5 km
Bharati Vidyapeeth - 4.2 kms
Warje, Swargate & Sarasbaug - 7.5 km
Bharati Hospitals - 4.2 kms
Smt. Kashibai Navale Hospital - 4.9 kms
Abhiruchi Mall-City Pride - 6.8 kms
Fun Time Cinemas - 7 kms
City Pride & Big Bazaar, Satara Road - 5.5 km
D mart & Mc Donalds - 1.5 km
+12 more",",Club House,Security,Intercom Facility,Gymnasium,Kids Play Area,Event Space & Amphitheatre,Fire Fighting Equipment No,Power Back Up No,Swimming Pool No,Lift No,Reserved Parking No,Visitor Parking",Under Construction,5787 - 8958,17-Aug,21-Dec,2,307,Residential,Flat,3 Acre,No,Yes,"Ambe Gaon, Pune.",410509,Nirman Developers,"R.C.C:Earthquake resistant structureMASONRY:External sand-faced & Internal Neeru / gypsum finished, Brickworks - External 6 & Internal 4 thick AAC blocksWINDOWS:3 track powder coated aluminium windows with mosquito mesh, Safety grills & marble sillKITCHEN:Granite kitchen platform with stainless steel sinkDOOR:Decorative main door, Laminated bedroom door with cylindrical lock, 2 track powder coated aluminium doors for terraces, Laminated flush doors for toilets.TOILETS:C. P. Jaquar / equivalent toilet fittings, Hot & cold mixer unit, Concealed CPVC plumbing, Designer glazed tile dado , Wall hung commode.ELECTRIFICATION:Concealed electrification, Anchor Roma or equivalent switches, A. C. point in master bedrooms, Adequate electrical points in every room , Provision for inverter"
https://www.magicbricks.com/easterlia-lohgaon-pune-pdpid-4d4235323038303939,Easterlia, 37.0 Lac -  55.0 Lac,"1,2 BHK Flats","Why Buy in this Project?
Pollution free zone
Strategic Location
Spacious Homes
Airy Balconies
Easy rental
Location Advantages:-Proximity to IT Parks & Airport
+3 more",",Club House,Swimming Pool,Gymnasium,Kids Play Area,Rain Water Harvesting,Multipurpose Courts,CCTV Camera No,Power Back Up No,Lift No,Security No,Reserved Parking No,Visitor Parking",Under Construction,4632 - 7051,20-Mar,23-Mar,13,312,Residential,Flat,3 Acre,data not available in site,data not available in site,"City Survey no. 250/5, Old Survey No. 258/1/1, Village - Lohegaon, Taluka - Haveli, Pune",411047,Kundan Spaces and Tribute Landmarks,"Structure - Earthquake resistance R.C.C framed structure.Brickworks - Light weight acc block work Plaster, Sand finih external plaster.Doors & windows - Laminated flush doors, Granite door frames for toilet & dry balcony, 3 track powder coated aluminum windowsand mosquito net, Granite window sill on all 4 sidesFlooring - Vatrified tiles in living room, kitchen and bedrooms  2 x 2, Anitskid flooring in toilet, terrace & dry balconyKitchen - Black granite platform with ss sink, Designer tiles upto lintel level, Provision for exhaust fan, Tap in dry balcony for washing machine 6. Toilet - Cp & sanitary fittings of jaguar or american standards or equivalent, Provision for exhaust fan in bathrooms, Solar heated water in master bedroom, Designer tiles upto lintel level / ceiling level, Provision for gyser point in common bathroom, Hot  cold mixer unit or diverter 7. Electrificaton - Concelead copper wiring, lectrical switches of schinder, hawells,legrand or equivalent, Provision for inverter point, Video door phone with intercom facility """
https://www.magicbricks.com/sai-pearl-pimple-saudagar-pune-pdpid-4d4235303932343130,Sai Pearl, 78.0 Lac -  90.7 Lac,2 BHK Flats,"Why Buy in this Project?
A Priceless Pearl of Modern Luxury
Ready to move in homes
Decorative POP work in the living room
Painted with Oil Bond
Mumbai-Pune Express Highway 05 Km
Location Advantages:Mumbai Pune Highway should be 3.5 k.m.
Birla hospital should be 3 k.m.
Parihar chowk should be 5 k.m.
IT park should be 6 k.m.
Mumbai-Pune Express Highway 05 Km.
Aditya Birla Hospital 5.5 Km.
Parihar Chowk 06 Km.
Rajeev Gandhi IT Park, Hinjewadi 09 Km.
Pune University 08 Km.
Pune Station 14.5 Km
Pune Airport 19 Km.
Multiplex 0.5 Km.
+14 more",",Jogging and Strolling Track,Power Back Up,Swimming Pool,Lift,Reserved Parking,Gymnasium,Kids Play Area,Rain Water Harvesting,Grand Entrance lobby,Multipurpose Hall No,Club House No,Security",Ready To Move,7429 - 11336,16-Mar,18-Dec,21,800,Residential,Flat,10 Acre,Yes,Yes,"Pimple Saudagar, Pune.",411027,"SSD Developers & Builders
                      	


                                Years of Experience - 25",StructureEarthquake resistant R.C.C. frame structure.Brick Work6 inches thickness brickwork.PlasterExternal sand faced and internal gypsum finish plaster.Flooring600 mm x 600 mm vitrified flooring in entire flat.Master bed with wooden design vitrified tiles.Anti skid flooring for bathrooms and terraces.All bathrooms and kitchen with designer glazed tiles up to 7 feet.KitchenGranite kitchen platform with S. S. sink.Provision for exhaust fan and water purifier.Plumbing and SanitaryConcealed plumbing with jaguar or equivalent fittings.All sanitary-ware with somany or cera equivalent fittings.ElectricalConcealed copper wiring with legrand or equivalent fittings.Cable and telephone point in living and master bedroom.DoorsAttractive door for main entrance and bedrooms.Granite door frame for bathrooms with PVC doors.WindowsPowder coated aluminum sliding windows with mosquito mash and M. S. grill.POPDecorative POP work in the living room.PaintingInternal oil bond.External ACE paint.Special FeaturesA.C. fitness center with indoor games.Landscape garden.Swimming pool.Childrens recreational zone.Elegant entrance gate.Designer entrance lobbyAutomatic lift.Senior citizen sit out.Spacious concrete drive way.Rain water harvesting.Fire fighting system.Video door phone for each flat.Power backup for lift and common area.
